acft_type;acft_cat;in_block_hour;off_block_hour;total_time;turnaround _type;turnaround_qualifier;tow_type
B738;C;6;7;75;DD;GJ;1
A320;C;6;7;53;DI;JJ;1
B737;C;6;7;78;DD;JJ;1
B77W;E;6;10;254;II;JJ;1
A320;C;6;9;155;DD;JJ;1
A321;C;6;10;228;DD;JJ;2
B738;C;6;8;82;DD;JJ;1
A320;C;7;8;95;DI;JJ;1
A320;C;7;8;114;DD;JJ;1
A320;C;7;11;291;DD;JJ;2
A320;C;7;7;51;DD;JJ;1
B738;C;7;8;81;DD;JJ;1
A320;C;7;8;55;DD;JJ;1
A318;C;7;8;68;DD;JJ;1
A319;C;7;8;100;DD;JJ;1
AT72;C;7;8;50;DD;JJ;1
B737;C;7;8;41;DD;JJ;1
AT72;C;7;7;28;DD;JJ;1
A320;C;7;8;45;DD;JJ;1
A321;C;7;11;216;DD;JJ;2
B738;C;7;9;84;DD;JJ;1
A321;C;7;9;96;DD;JJ;1
E190;C;7;8;39;DD;JJ;1
E190;C;8;8;39;DD;JJ;1
A320;C;8;9;62;DD;JJ;1
E190;C;8;9;51;DD;JJ;1
B738;C;8;9;66;DD;JJ;1
B738;C;8;9;58;DD;JJ;1
B764;D;8;23;912;II;JJ;3
A320;C;8;9;49;DD;JJ;1
B738;C;8;9;47;DD;JJ;1
AT72;C;8;9;28;DD;JJ;1
B76W;D;8;22;844;II;JJ;3
B737;C;8;9;48;DD;JJ;1
B76W;D;8;12;211;ID;JJ;3
B737;C;8;10;97;DD;JJ;1
B737;C;9;9;53;DD;JJ;1
B738;C;9;9;47;DD;JJ;1
B737;C;9;10;70;DD;JJ;1
B764;D;9;23;854;II;JJ;3
A320;C;9;12;205;ID;JJ;1
A321;C;9;10;102;DD;JJ;1
E190;C;9;9;38;DD;JJ;1
E190;C;9;9;34;DD;JJ;1
A320;C;9;10;60;DD;JJ;1
B738;C;9;10;46;DD;JJ;1
A321;C;9;13;220;DD;JJ;1
B738;C;9;10;45;DD;JJ;1
B737;C;9;10;50;II;JJ;1
B738;C;9;10;41;DI;JJ;1
B738;C;9;10;53;DD;JJ;1
B738;C;9;11;87;DD;JJ;1
A320;C;9;11;92;II;JJ;1
B738;C;9;10;62;DD;JJ;1
B738;C;9;10;64;DD;JJ;1
E190;C;9;10;32;DD;JJ;1
B738;C;9;11;78;ID;JJ;1
A320;C;9;11;76;II;JJ;1
A320;C;9;12;122;DD;JJ;1
E190;C;10;10;36;DD;JJ;1
B738;C;10;10;49;DI;JJ;1
A320;C;10;11;50;DD;JJ;1
B738;C;10;11;59;DI;JJ;1
A321;C;10;11;87;DD;JJ;1
A320;C;10;11;68;DD;JJ;1
B772;E;10;23;802;II;JJ;3
B738;C;10;11;51;DD;JJ;1
A320;C;10;11;41;DD;JJ;1
AT72;C;10;10;21;DD;JJ;1
A332;E;10;12;133;II;JJ;1
E190;C;10;11;43;DD;JJ;1
E190;C;10;11;41;DD;JJ;1
E190;C;10;11;48;DD;JJ;1
A320;C;10;12;74;DD;JJ;1
B738;C;10;11;42;DD;JG;1
B772;E;10;0;804;II;JJ;3
A320;C;10;13;157;DD;JJ;1
B738;C;11;12;56;DD;JJ;1
B737;C;11;13;168;DD;JJ;1
E190;C;11;11;46;DD;JJ;1
E190;C;11;13;131;DD;JJ;1
A320;C;11;12;97;II;JJ;1
B738;C;11;12;50;DI;JJ;1
A321;C;11;12;82;DD;JJ;1
A318;C;11;12;54;DD;JJ;1
B738;C;11;12;63;II;JJ;1
E190;C;11;12;53;DD;JJ;1
B738;C;11;12;59;DD;JJ;1
B738;C;11;12;69;II;JJ;1
A320;C;11;13;82;DD;JJ;1
A320;C;11;12;70;DD;JJ;1
B737;C;11;12;40;DD;JJ;1
B738;C;11;12;47;DD;JJ;1
A320;C;11;13;86;DD;JJ;1
A321;C;11;18;406;DD;JJ;1
AT72;C;11;12;39;DD;JJ;1
A321;C;12;13;71;DD;JJ;1
B788;E;12;16;260;II;JJ;1
A321;C;12;16;237;DD;JJ;1
A320;C;12;13;57;DD;JJ;1
A320;C;12;13;49;DD;JJ;1
B738;C;12;15;204;DD;JJ;1
AT72;C;12;13;37;DD;JJ;1
B738;C;12;13;55;DD;JJ;1
B738;C;12;14;104;DD;JJ;1
B738;C;12;14;69;DD;YS;1
B737;C;12;13;59;DD;JJ;1
E190;C;12;13;34;DD;JJ;1
B738;C;13;13;42;DD;JJ;1
B737;C;13;16;185;DD;JJ;2
A320;C;13;15;127;DD;JJ;1
B738;C;13;14;52;DD;JJ;1
AT72;C;13;14;44;DD;SJ;1
F100;C;13;14;55;DD;JJ;1
A320;C;13;15;142;DD;JJ;1
A320;C;13;14;66;DD;JJ;1
B738;C;13;14;48;DD;JJ;1
B738;C;13;14;47;DD;JJ;1
A320;C;13;15;117;DD;JJ;1
E190;C;13;14;55;DD;JJ;1
A320;C;13;19;339;II;JJ;2
B738;C;13;14;52;DD;JJ;1
A320;C;13;16;154;DD;JJ;1
A321;C;13;16;144;DD;JG;1
E190;C;13;14;40;DD;JJ;1
A318;C;13;15;79;DD;JJ;1
B737;C;13;14;38;DD;JJ;1
A320;C;13;18;285;II;JJ;1
E190;C;14;14;42;DD;JJ;1
B737;C;14;15;88;II;JJ;1
B738;C;14;15;56;DD;JJ;1
A320;C;14;15;73;DD;JJ;1
A318;C;14;14;43;DD;JJ;1
A321;C;14;17;199;DD;JJ;1
E190;C;14;15;49;DD;JJ;1
E190;C;14;18;259;DD;JJ;2
AT72;C;14;15;59;DD;JJ;1
B738;C;14;15;42;DD;JG;1
B738;C;14;15;43;DD;JJ;1
B738;C;14;15;46;DD;JJ;1
B738;C;14;17;183;ID;JJ;1
A320;C;14;17;190;DD;JJ;1
E190;C;14;15;59;DD;JJ;1
B738;C;15;16;60;DD;JJ;1
B738;C;15;15;56;DD;JJ;1
B737;C;15;18;158;DD;JJ;1
B738;C;15;17;139;DD;JJ;1
B738;C;15;16;34;DD;JJ;1
B738;C;15;16;71;DD;JJ;1
B738;C;15;17;121;DD;JJ;1
E190;C;15;16;40;DD;JJ;1
AT72;C;15;16;24;DD;JJ;1
B738;C;15;18;127;DD;JJ;1
B738;C;15;18;163;DD;JJ;1
B738;C;16;19;191;DI;JJ;2
A320;C;16;18;167;DI;JJ;1
A318;C;16;23;441;DD;JJ;2
B738;C;16;16;45;DD;JJ;1
A320;C;16;17;106;DD;JJ;1
A321;C;16;18;113;DD;JJ;1
A320;C;16;17;91;DD;JJ;1
A319;C;16;20;230;DD;GJ;2
B773;E;16;2;581;II;JJ;3
B77L;E;16;18;94;II;JJ;1
B77L;E;16;23;429;II;JJ;3
B738;C;16;8;964;ID;JJ;2
A321;C;16;19;151;DD;JJ;1
A320;C;16;19;150;DD;JJ;1
A320;C;16;18;116;DD;JJ;1
B737;C;16;18;72;DD;JJ;1
A320;C;16;18;103;DD;JJ;1
E190;C;18;19;80;DD;JJ;1
E190;C;18;19;90;DD;JJ;1
A320;C;18;19;99;II;JJ;1
B738;C;18;19;71;ID;JJ;1
A320;C;18;12;1058;DD;ZJ;2
A320;C;18;8;839;II;JJ;3
B76W;D;18;20;133;II;JJ;1
A346;E;18;0;330;II;JJ;3
A321;C;18;20;75;DD;JJ;1
E190;C;18;19;41;DD;JJ;1
B738;C;18;0;331;ID;JJ;1
A320;C;18;21;136;DD;JJ;1
A321;C;18;20;96;DD;JJ;1
A321;C;19;20;105;DD;JJ;1
B738;C;19;20;116;DD;JJ;1
A320;C;19;20;61;DD;JJ;1
B738;C;19;20;97;ID;JJ;1
A321;C;19;21;109;DD;JJ;1
E190;C;19;20;69;DD;JJ;1
E190;C;19;20;55;DD;JJ;1
B738;C;19;20;77;DD;JJ;1
A320;C;19;20;81;DD;JJ;1
B738;C;19;21;90;DD;JJ;1
B737;C;19;20;73;DD;JJ;1
A320;C;19;21;83;DD;JJ;1
A320;C;19;21;90;II;JJ;1
B77W;E;19;23;234;II;JJ;1
B738;C;19;1;362;II;JJ;1
A320;C;19;21;96;DD;JJ;1
B738;C;19;21;112;DI;JJ;1
A318;C;19;21;97;DD;JJ;1
A320;C;19;23;220;DD;JJ;1
B738;C;19;21;86;DD;JJ;1
A321;C;19;0;253;DD;JJ;1
B738;C;20;21;66;DD;JJ;1
A320;C;20;23;219;DI;JJ;1
A320;C;20;22;148;II;JJ;1
B738;C;20;21;65;DD;JJ;1
A321;C;20;21;75;DD;JJ;1
A332;E;20;23;176;II;JJ;1
E190;C;20;21;47;DD;JJ;1
B77W;E;20;23;151;II;JJ;1
B738;C;20;5;536;II;JJ;3
B738;C;20;21;77;DD;JJ;1
B738;C;20;21;71;DD;JJ;1
B77W;E;20;22;103;II;JJ;1
B76W;D;20;22;102;II;JJ;1
A332;E;20;22;127;II;JJ;1
A321;C;20;0;240;DD;JJ;1
A332;E;20;0;195;II;JJ;1
B738;C;20;23;181;ID;JJ;1
AT72;C;20;21;37;DD;JJ;1
B738;C;21;22;62;DD;JJ;1
B77W;E;21;0;192;II;JJ;1
A321;C;21;0;232;DD;JJ;1
A320;C;21;22;92;ID;JZ;1
A320;C;21;22;51;DD;JJ;1
A320;C;21;23;159;DD;JJ;1
B76W;D;21;0;194;II;JJ;1
A321;C;21;10;821;DD;JJ;2
A320;C;21;23;123;DD;JJ;1
A320;C;21;22;84;DD;JG;1
B738;C;21;22;89;DD;JJ;1
A320;C;21;0;159;DD;JJ;1
B737;C;21;23;123;DD;JJ;1
B738;C;21;23;125;DD;JJ;1
B738;C;21;22;63;DD;JG;1
E190;C;21;22;29;DD;JJ;1
B76W;D;21;23;135;DI;JJ;1
A320;C;21;0;147;ID;JJ;1
A320;C;21;22;55;DD;JJ;1
A321;C;21;23;115;DD;JJ;1
B738;C;22;0;125;DI;JJ;1
A320;C;22;0;120;DD;JJ;1
A320;C;22;23;84;DD;JJ;1
A321;C;22;7;552;DD;JJ;2
B738;C;22;8;590;DD;SJ;2
B738;C;22;8;601;DI;JJ;1
B772;E;22;0;150;II;JJ;1
A320;C;22;5;424;II;JJ;2
B737;C;22;5;447;II;JJ;2
B738;C;22;5;451;DD;JJ;1
B737;C;22;8;571;DD;JJ;2
E190;C;22;6;506;DD;JJ;3
E190;C;22;5;444;DD;JJ;1
A320;C;22;11;753;DI;JJ;2
B738;C;22;0;109;DD;JJ;1
A321;C;22;8;611;DD;JJ;1
B738;C;22;0;103;DD;JJ;1
A320;C;22;0;84;DD;JJ;1
A320;C;22;8;600;DD;JJ;1
E190;C;23;7;512;DD;JJ;2
AT72;C;23;0;61;DD;JJ;1
AT72;C;23;0;65;DD;JJ;1
AT72;C;23;0;76;DD;JJ;1
A320;C;23;8;548;DD;YJ;1
A320;C;23;6;399;DD;YS;1
A319;C;23;9;569;DD;YJ;1
B737;C;23;9;620;DD;JJ;1
E190;C;23;0;39;DD;JJ;1
A321;C;23;6;426;DD;GJ;1
E190;C;23;6;408;DD;JJ;3
B788;E;23;1;110;II;JJ;1
A320;C;23;0;58;DD;JJ;1
B738;C;23;0;64;DD;JJ;1
B738;C;23;6;373;DD;JJ;1
A320;C;23;8;525;II;JJ;2
AT72;C;23;0;55;DD;JJ;1
B738;C;0;1;77;DD;JJ;1
A321;C;0;3;1627;DD;JJ;3
B737;C;0;1;100;DD;JJ;1
B738;C;0;0;47;DD;JJ;1
A320;C;0;5;307;DD;JJ;1
A321;C;0;0;49;DD;JJ;1
B738;C;0;6;395;DD;JJ;1
B738;C;0;1;80;DD;JJ;1
A319;C;0;1;55;DD;JJ;1
E190;C;0;6;383;DD;JJ;2
A320;C;0;6;379;DD;JJ;1
B738;C;0;1;95;DD;JJ;1
B738;C;0;8;456;DD;JJ;1
A320;C;0;6;347;DD;JJ;1
B722;C;0;4;220;DD;MM;1
B738;C;0;1;67;II;JJ;1
B734;C;0;4;193;DD;AA;1
E190;C;0;6;356;DD;JJ;2
B734;C;0;3;175;DD;AA;1
A320;C;0;6;349;DD;JJ;2
B738;C;0;6;360;DD;JJ;1
A320;C;0;7;378;DD;JJ;1
E190;C;0;5;301;DD;JS;1
B733;C;1;3;120;DD;AA;1
B722;C;1;4;185;DD;MM;1
E190;C;1;2;57;II;JJ;1
B734;C;1;3;118;DD;AA;1
B738;C;1;8;414;DD;JJ;1
A319;C;1;9;468;II;JJ;3
A320;C;1;8;401;ID;JJ;2
E190;C;1;6;327;DD;JJ;2
B734;C;1;2;77;DD;AA;1
B722;C;1;4;174;DD;MM;1
B738;C;1;7;336;ID;JJ;2
B77L;E;1;2;76;II;JJ;1
A318;C;1;5;203;DD;JJ;1
A320;C;1;5;249;DD;YJ;1
B734;C;1;4;171;DD;AA;1
AT72;C;1;8;422;DD;JJ;2
A321;C;1;7;354;DD;JJ;2
B76W;D;2;4;129;DD;MM;1
AT72;C;2;4;129;DD;FF;1
B722;C;3;3;59;DD;MM;1
A320;C;4;8;264;DD;JJ;1
B77W;E;4;22;1079;II;JJ;3
A318;C;4;8;252;DD;JJ;1
A332;E;4;6;80;II;JJ;1
B738;C;4;6;83;DD;JJ;1
B738;C;4;7;136;DD;JJ;1
B738;C;4;10;357;II;JJ;1
B77W;E;4;6;100;II;JJ;1
A332;E;5;11;376;II;JJ;2
B772;E;5;15;597;II;JJ;3
B744;E;5;16;663;II;JJ;3
B76W;D;5;7;166;II;JJ;1
A320;C;5;7;121;II;JJ;1
B77W;E;5;11;337;II;JJ;1
B77W;E;5;23;1100;II;JJ;3
B77W;E;5;22;1044;II;JJ;3
B738;C;5;7;146;DD;JJ;1
B738;C;5;6;76;DD;JJ;1
B763;D;5;14;545;II;JJ;3
A332;E;5;8;167;II;JJ;1
B737;C;5;9;215;DD;JJ;1
A332;E;5;22;991;II;JJ;3
B77W;E;5;15;591;II;JJ;3
B738;C;5;8;161;DD;JJ;1
A343;E;5;18;764;II;JJ;3
A321;C;6;10;295;DD;JJ;2
A346;E;6;15;544;II;JJ;3
B738;C;6;12;364;II;JJ;3
A320;C;6;7;101;DD;JS;1
B77W;E;6;7;92;II;JJ;1
A320;C;6;8;113;DI;JJ;1
A321;C;6;9;193;DD;JJ;1
A332;E;6;14;458;II;JJ;2
B76W;D;6;10;250;II;JJ;1
A321;C;6;9;193;DD;JJ;1
B738;C;6;9;188;ID;JJ;1
A320;C;6;7;72;DD;JJ;1
A320;C;6;9;168;DD;JJ;1
A320;C;6;9;129;DD;JJ;1
AT72;C;7;7;37;DD;JJ;1
A320;C;7;8;75;DD;JJ;1
A320;C;7;9;119;DD;JJ;1
B738;C;7;9;167;DD;JJ;1
AT72;C;7;8;56;DD;JJ;1
A318;C;7;8;52;DD;JJ;1
B738;C;7;10;214;DD;JJ;1
B738;C;7;8;49;DD;JJ;1
A321;C;7;10;184;DD;JJ;1
A321;C;7;10;189;DD;JJ;1
B76W;D;7;8;43;II;FF;1
B737;C;7;10;172;DD;JJ;1
E190;C;7;8;47;DD;JJ;1
E190;C;7;8;25;DD;JJ;1
E190;C;8;8;39;DD;JJ;1
B738;C;8;9;72;DD;JJ;1
B738;C;8;11;191;DI;JJ;1
B738;C;8;9;75;DD;JJ;1
A320;C;8;11;213;II;JG;1
B764;D;8;21;771;II;JJ;3
A320;C;8;9;74;DD;JJ;1
B76W;D;8;23;860;II;JJ;3
B738;C;8;10;117;DD;JJ;1
B738;C;8;10;74;DD;JJ;1
B737;C;8;10;88;DD;JJ;1
B76W;D;8;21;725;II;JJ;3
A320;C;9;9;42;DD;JJ;1
E190;C;9;9;48;DD;JJ;1
B738;C;9;12;190;DI;JJ;1
A321;C;9;11;119;DD;JJ;1
E190;C;9;10;57;DD;JJ;1
A320;C;9;10;55;DD;JJ;1
B772;E;9;22;780;II;JJ;3
B737;C;9;10;45;DD;JJ;1
B738;C;9;10;54;II;JJ;1
E190;C;9;10;35;DD;JJ;1
A321;C;9;13;211;DD;JJ;1
B737;C;9;11;126;DI;JG;1
E190;C;9;10;52;DD;JJ;1
B738;C;9;13;209;DD;JJ;1
B738;C;9;11;91;DI;JJ;1
B738;C;9;10;68;DD;JJ;1
B737;C;9;10;45;II;JJ;1
B738;C;9;10;54;DD;JJ;1
B738;C;10;11;66;DD;JJ;1
A320;C;10;10;49;DD;JJ;1
B738;C;10;11;74;DD;JJ;1
A320;C;10;11;86;DD;JJ;1
B738;C;10;11;56;DD;JJ;1
A320;C;10;11;48;DD;JJ;1
A321;C;10;15;309;DD;JJ;2
AT72;C;10;11;48;DD;JJ;1
A320;C;10;11;53;DD;JJ;1
B772;E;10;22;705;II;JJ;3
A320;C;10;12;104;DD;JJ;1
B738;C;10;11;46;DD;JG;1
A320;C;10;19;540;DD;JJ;2
B76W;D;10;11;65;II;JJ;1
B772;E;10;23;732;II;JJ;3
AT72;C;10;12;92;DD;JJ;1
A321;C;10;12;95;DD;JJ;1
A321;C;10;17;366;DD;JJ;1
E190;C;11;11;40;DD;JJ;1
B738;C;11;12;57;DD;JJ;1
B738;C;11;15;253;ID;JG;2
E190;C;11;12;51;DD;JJ;1
A320;C;11;12;87;II;JJ;1
B772;E;11;23;751;II;JJ;3
A320;C;11;12;79;DD;JJ;1
A321;C;11;15;234;DD;JJ;1
B788;E;11;16;283;II;JJ;1
A319;C;11;12;40;DD;JJ;1
AT72;C;11;12;37;DD;JJ;1
A321;C;11;13;100;DD;JJ;1
A320;C;11;13;89;DD;JJ;1
A318;C;11;12;36;DD;JJ;1
B738;C;12;13;85;DI;JJ;1
AT72;C;12;12;25;DD;JJ;1
E190;C;12;12;43;DD;JJ;1
A320;C;12;13;85;DD;JJ;1
A320;C;12;13;83;DD;JJ;1
A321;C;12;13;104;DD;JJ;1
B738;C;12;13;53;DD;JJ;1
B738;C;12;14;96;DD;JJ;1
B738;C;12;13;60;DD;JJ;1
B738;C;12;14;94;DD;JJ;1
B738;C;12;14;140;DD;JJ;1
A320;C;12;16;226;DD;JJ;2
A320;C;12;13;44;DD;JJ;1
A320;C;12;13;52;DD;JJ;1
B738;C;12;14;86;DD;JJ;1
B737;C;12;13;48;DI;JJ;1
E190;C;12;14;69;DD;JJ;1
A320;C;12;22;597;DD;JJ;2
A320;C;13;15;157;DD;JJ;1
F100;C;13;14;69;DD;JJ;1
B772;E;13;15;160;II;JJ;1
B738;C;13;14;58;DD;JJ;1
E190;C;13;14;82;DD;JJ;1
A320;C;13;15;144;DD;JJ;1
A320;C;13;17;254;II;JJ;1
B737;C;13;14;75;DD;JJ;1
B738;C;13;14;67;DD;JJ;1
A320;C;13;14;64;DD;JJ;1
B738;C;13;14;58;DD;JJ;1
B737;C;13;13;7;DD;SJ;1
A321;C;13;16;196;DD;JJ;1
A319;C;13;14;52;DD;GJ;1
A320;C;13;16;156;DD;JJ;1
AT72;C;13;14;60;DD;JJ;1
B738;C;13;14;44;DD;JJ;1
A320;C;13;15;96;DD;JJ;1
A318;C;13;16;142;DD;JJ;2
E190;C;13;14;48;DD;JJ;1
E190;C;13;14;60;DD;JJ;1
B737;C;14;15;74;DD;JJ;1
B76W;D;14;15;73;DD;FF;1
B738;C;14;15;58;DD;JJ;1
B738;C;14;16;127;DD;JJ;1
AT72;C;14;14;34;DD;JJ;1
A320;C;14;15;70;DD;JJ;1
E190;C;14;15;54;DD;JJ;1
A320;C;14;17;208;II;JJ;1
B738;C;14;15;89;DD;JJ;1
E190;C;14;15;32;DD;JJ;1
B738;C;14;16;98;ID;JJ;1
B737;C;14;17;149;DD;JJ;1
A321;C;14;18;208;DD;JJ;2
A320;C;14;16;126;DD;JJ;1
A332;E;14;5;903;DD;FF;1
A321;C;14;16;98;DD;JJ;1
B748;F;14;18;207;II;JJ;1
A318;C;14;15;49;DD;JJ;1
E190;C;14;15;58;DD;JJ;1
B738;C;14;17;143;DD;JJ;1
B738;C;15;16;62;DD;JJ;1
A320;C;15;17;156;DD;JJ;1
B737;C;15;15;49;DD;JJ;1
B738;C;15;16;105;DD;JJ;1
B738;C;15;16;69;DD;JJ;1
B788;E;15;2;670;II;JJ;3
A346;E;15;17;144;II;JJ;1
B738;C;15;18;198;DI;JJ;2
B738;C;15;16;79;DD;JJ;1
B76W;D;15;19;265;II;JJ;3
A319;C;15;16;47;DD;JJ;1
E190;C;15;16;41;DD;JJ;1
A321;C;15;15;8;DD;JJ;1
B737;C;15;16;47;DD;JJ;1
B738;C;15;17;69;DD;JJ;1
A320;C;15;16;47;DD;JJ;1
A320;C;15;17;73;DD;JJ;1
B77L;E;16;17;104;II;JJ;1
B738;C;16;19;199;DD;JJ;1
B773;E;16;0;476;II;JJ;3
A320;C;16;17;71;DD;JJ;1
A318;C;16;17;70;DD;JJ;1
B738;C;16;17;67;ID;JJ;1
B77L;E;16;22;333;II;JJ;3
A320;C;16;23;414;DD;JJ;1
A320;C;16;17;70;DD;JJ;1
A332;E;16;18;129;II;JJ;1
A320;C;16;8;927;DD;JJ;2
E190;C;16;17;44;DD;JJ;1
B77W;E;16;18;101;II;JJ;1
A321;C;16;18;72;DD;JJ;1
A320;C;17;18;62;DD;JJ;1
B772;E;17;19;127;II;JJ;1
A320;C;17;19;117;II;JJ;1
B772;E;17;20;204;II;JJ;1
B737;C;17;18;47;DD;JJ;1
AT72;C;17;17;32;DD;JJ;1
B737;C;17;17;35;DD;JJ;1
E190;C;17;17;33;DD;JJ;1
A320;C;17;18;86;DD;JJ;1
B738;C;17;18;72;DD;JJ;1
B737;C;17;18;44;DD;JJ;1
E190;C;17;19;94;DD;JJ;1
AT72;C;17;18;28;DD;JJ;1
A346;E;17;23;353;II;JJ;2
B738;C;17;18;65;DD;JJ;1
A320;C;17;20;172;II;GJ;1
E190;C;17;18;42;DD;JJ;1
E190;C;17;18;30;DD;JJ;1
B772;E;17;19;120;II;JJ;1
A320;C;17;18;56;II;JJ;1
B738;C;17;19;66;ID;JJ;1
B738;C;17;20;130;ID;JJ;1
E190;C;18;18;35;DD;JJ;1
A321;C;18;19;63;DD;JJ;1
B737;C;18;19;63;DD;JJ;1
E190;C;18;19;50;DD;JJ;1
A321;C;18;20;135;DD;JJ;1
B738;C;18;20;100;II;JG;1
A320;C;18;19;91;DD;JJ;1
B738;C;18;19;80;ID;JJ;1
AT72;C;18;19;31;DD;JJ;1
AT72;C;18;19;40;DD;JJ;1
A321;C;18;20;101;DD;JJ;1
A319;C;18;19;43;DD;JJ;1
A320;C;18;19;54;DD;JJ;1
A318;C;18;19;55;DD;JJ;1
A321;C;18;7;725;DD;JJ;2
B77W;E;19;23;255;II;JJ;2
B737;C;19;21;146;DD;JJ;1
A320;C;19;20;81;DD;JJ;1
B738;C;19;22;169;DI;JJ;1
B738;C;19;20;63;DD;JJ;1
B738;C;19;20;50;DD;GJ;1
AT72;C;19;20;46;DD;JJ;1
B738;C;19;20;71;DD;JJ;1
B738;C;19;20;67;DD;JJ;1
B763;D;19;21;137;II;JJ;1
A320;C;19;21;86;II;JJ;1
B737;C;19;20;45;DD;JJ;1
A332;E;19;23;240;II;JJ;2
E190;C;19;20;41;DD;JJ;1
B738;C;19;21;127;DD;JJ;1
A321;C;19;22;137;DD;JJ;1
A320;C;19;22;164;II;JJ;1
B738;C;19;21;75;DD;JJ;1
A321;C;19;22;158;DD;JJ;1
A320;C;19;22;160;DD;JJ;1
B76W;D;19;21;107;II;JJ;1
B737;C;20;20;40;ID;GJ;1
A321;C;20;23;216;DD;JJ;1
B738;C;20;21;53;DD;JJ;1
E190;C;20;20;40;DD;JJ;1
B737;C;20;0;248;DD;JJ;1
B738;C;20;21;66;II;JJ;1
B76W;D;20;9;793;ID;JJ;1
B738;C;20;21;72;DD;JG;1
E190;C;20;20;28;DD;JJ;1
E190;C;20;21;41;DD;JJ;1
B738;C;20;22;99;DD;JJ;1
B77W;E;20;23;187;II;JJ;1
B738;C;20;1;312;II;JJ;1
B738;C;20;21;64;DD;JJ;1
B738;C;20;21;60;DD;JJ;1
A320;C;20;22;76;DD;JG;1
E190;C;20;21;31;DD;JJ;1
B738;C;20;22;97;DI;JJ;1
A320;C;20;22;102;II;JJ;1
A320;C;20;22;98;DD;JJ;1
A321;C;20;21;58;DD;JJ;1
A320;C;21;23;140;DD;JJ;1
B737;C;21;22;86;ID;JJ;1
A320;C;21;21;48;DD;JJ;1
A320;C;21;5;497;II;JJ;1
A321;C;21;23;129;DD;JJ;1
A320;C;21;22;73;DD;JJ;1
A321;C;21;10;797;DD;JJ;2
AT72;C;21;21;19;DD;JJ;1
B76W;D;21;0;161;DI;JJ;1
B738;C;21;22;92;DD;JJ;1
A321;C;21;23;102;DD;JJ;1
A332;E;21;23;90;II;JJ;1
E190;C;21;23;108;DD;JJ;1
A320;C;21;6;522;DD;JJ;1
A320;C;21;22;40;DD;JJ;1
E190;C;21;5;497;DD;JJ;3
AT72;C;21;22;51;DD;JJ;1
A320;C;21;8;653;II;JJ;3
B738;C;21;23;111;DD;JJ;1
B738;C;21;0;133;DD;JJ;1
AT72;C;21;22;22;DD;JJ;1
B738;C;21;1;209;DI;JJ;2
A321;C;21;6;542;DD;JJ;2
A320;C;21;22;40;DD;JJ;1
E190;C;22;6;517;DD;JJ;3
B737;C;22;1;171;DD;JJ;1
A320;C;22;23;63;DD;JJ;1
B738;C;22;23;73;DD;JJ;1
A320;C;22;5;390;II;JJ;1
A319;C;22;0;90;DD;JJ;1
A318;C;22;5;381;DD;JJ;2
E190;C;22;7;512;DD;JJ;1
B737;C;22;5;413;II;JJ;2
E190;C;22;6;478;DD;JJ;2
B738;C;22;7;483;DD;JJ;1
B738;C;23;0;74;DD;JJ;1
B738;C;23;5;406;DD;JJ;1
A321;C;23;0;67;DD;JJ;1
E190;C;23;6;429;DD;JJ;2
B738;C;23;6;432;DD;JJ;1
A319;C;23;1;117;II;JJ;1
A320;C;23;0;34;DD;JJ;1
E190;C;23;6;394;DD;JJ;3
A321;C;23;6;419;DD;JJ;1
A320;C;23;5;360;DD;JJ;1
A320;C;23;7;431;DD;JJ;1
A320;C;23;7;481;DD;JJ;1
A321;C;23;8;498;DD;JJ;1
A320;C;0;7;473;II;JJ;2
B738;C;0;4;263;DI;JG;2
B738;C;0;1;55;DD;JJ;1
B738;C;0;5;291;II;JJ;1
A320;C;0;6;367;DD;JJ;1
B738;C;0;6;344;ID;JJ;2
E190;C;0;6;334;DD;JJ;1
A320;C;0;8;431;II;JJ;2
B77L;E;1;2;94;II;JJ;1
B77W;E;1;3;101;II;JJ;1
B738;C;1;7;342;ID;GJ;2
A318;C;1;6;288;DD;JJ;1
B76W;D;2;4;140;DD;MM;1
A321;C;2;8;380;DD;JJ;1
B76W;D;4;5;66;DD;FF;1
A332;E;4;8;263;II;JJ;1
A320;C;4;8;244;DD;JJ;1
B77W;E;4;7;187;II;JJ;1
A332;E;4;5;62;II;JJ;1
B748;F;4;18;817;II;JJ;3
B738;C;4;8;216;II;JJ;1
A320;C;4;7;134;II;JJ;1
A332;E;5;23;1118;II;JJ;3
B77W;E;5;10;339;II;JJ;2
B737;C;5;6;51;DD;JJ;1
B76W;D;5;23;1099;II;JJ;1
B737;C;5;8;176;DD;JJ;1
B77W;E;5;23;1089;II;JJ;3
A321;C;5;8;190;DD;JJ;1
B744;E;5;16;633;II;JJ;3
B738;C;5;8;147;DD;JJ;1
B763;D;5;14;555;II;JJ;3
B738;C;5;6;70;DD;JJ;1
B738;C;5;8;142;DD;JJ;1
B772;E;5;15;559;II;JJ;3
A332;E;5;15;603;II;JJ;3
B738;C;6;7;81;DD;JJ;1
A332;E;6;8;151;II;JJ;1
A321;C;6;7;79;DD;JJ;1
B77W;E;6;15;574;II;JJ;3
B738;C;6;6;42;DD;JJ;1
A320;C;6;11;322;DD;JG;1
B738;C;6;10;228;DD;JJ;1
A321;C;6;9;213;DD;JJ;1
A320;C;6;8;104;DD;JJ;1
B738;C;6;12;354;II;JJ;3
A332;E;6;23;990;II;JJ;3
